NOVANAID	XUTM	YUTM	Z	Ave_WATLEV	DATE	COMP_LAYER
200.4197_1	711291	6173652	-17.6625	8.2	2-08-2007	10
200.4198_1	711193	6173633	-17.9862	8.3	3-08-2007	10
200.4199_1	711123	6173665	-17.9862	8.3	4-08-2007	10
200.4201_1	711223	6173730	-17.174	8.9	5-08-2007	10
200.4203_1	711370	6173644	7.1	8.6	7-08-2007	10
200.4204_1	711217	6173613	-17.6625	8.3	8-08-2007	10
200.4205_1	711250	6173469	-18.5992	7.63	9-08-2007	10
200.4265_1	706706.56	6186393.62	-40.3	1.8	10-08-2007	10
200.4343_1	700844.55	6188203.18	-27.05	15.9	11-08-2007	10
200.4354_1	715317	6179484	-7.3	9	13-08-2007	10
200.4356_1	715291	6179360	-10.24	6.33	15-08-2007	10
200.4359_1	715237	6185642	-17.8	18	16-08-2007	10
200.4388_1	705654.01	6187773.1	-5.8	17	17-08-2007	10
200.4407_1	714729.37	6179500.84	0	6.65	18-08-2007	10
200.4409_1	710585.11	6174892.82	4.3	12.5	20-08-2007	10
200.4474_1	710713	6181484	-18.6197	12.08	28-08-2007	10
200.4730_1	710038	6173944	7.9	8.7	29-08-2007	10
200.4822_1	710726.2	6174884	4.2	13	30-08-2007	10
200.682_1	701770	6174008	8.5	15.91	4-09-2007	10
200.96_1	701671	6184828	-37.85	7.1787	5-09-2007	10
201.3808_1	726734	6173769	-33.936	-1.7	6-09-2007	10
201.3914_1	724774	6174491	-36.0996	-0.1	14-09-2007	10
201.3923_1	721470	6175732	-17.48	-2.39	16-09-2007	10
201.4414_1	725524	6175973	-9	-0.38	28-09-2007	10
201.4423_1	725503	6175958	-10.5	-0.38	29-09-2007	10
201.4432_1	719250	6176688.86	-4.75	4	30-09-2007	10
201.4589_1	726516	6174127	-13.45	-0.92	10-10-2007	10
201.4590_1	726501	6174102	-37.2928	-1	11-10-2007	10
201.4712_1	726162	6182478	-40.8539	4.9	12-10-2007	10
201.4730_1	726545	6174661	-21	-0.62	14-10-2007	10
201.4764_1	725265	6179843	-34.1271	1.48	15-10-2007	10
201.4789_1	722591	6174654	-6.75	-0.6	18-10-2007	10
201.4809_1	726598	6174525	-12.25	-0.6	21-10-2007	10
201.4810_1	726628	6174475	-18	-0.6	22-10-2007	10
201.4814_1	726998	6174291	-17.9	-0.4	23-10-2007	10
201.4819_1	725678	6174816	-19.1	-0.4	25-10-2007	10
201.4842_1	724224	6176807	-23.37	2.34	26-10-2007	10
201.4843_1	724468	6176683	-13.84	1.61	28-10-2007	10
201.4844_1	724499	6176663	-15.29	1.6	30-10-2007	10
201.4845_1	725030	6176575	-19.9	1.1	1-11-2007	10
201.4846_1	725552	6175855	-21.12	-0.3	2-11-2007	10
201.4849_1	725808	6175442	-17.88	-0.33	6-11-2007	10
201.4850_1	725836	6175421	-10.35	-0.5	7-11-2007	10
201.4851_1	727223	6174355	-12.07	-0.9	9-11-2007	10
201.4852_1	727295	6174336	-10.79	-0.93	10-11-2007	10
201.4853_1	727322	6174382	-9.45	-1.39	11-11-2007	10
201.4854_1	727395	6174411	-9.06	-1	12-11-2007	10
201.4855_1	727491	6174450	-9.59	-0.94	13-11-2007	10
201.4859_1	725573.33	6174731.89	-17.08	-0.17	17-11-2007	10
201.4860_1	725530	6174644	-15.18	-0.23	18-11-2007	10
201.4861_1	725528	6174593	-36.6059	-0.2	19-11-2007	10
201.4865_1	724260	6176805	-27.61	3	23-11-2007	10
201.4865_2	724260	6176805	-15.71	2.07	24-11-2007	10
201.4866_1	724408	6176717	-20.69	3	26-11-2007	10
201.4866_2	724408	6176717	-12.19	6.5	27-11-2007	10
201.4867_1	724729	6176574	-19.57	1.35	29-11-2007	10
201.4868_1	724783	6176535	-20.97	1.31	1-12-2007	10
201.4869_1	724875	6176551	-22.02	1.26	3-12-2007	10
201.4870_1	725138	6176498	-21.72	0.74	5-12-2007	10
201.4871_1	725248	6176396	-22.1	1.15	6-12-2007	10
201.4872_1	725220	6176508	-19.93	0.56	8-12-2007	10
201.4873_1	725328	6176375	-18.49	0.37	10-12-2007	10
201.4874_1	725431	6176054	-20.25	-1.14	11-12-2007	10
201.4875_1	725507	6175902	-19.19	0.28	13-12-2007	10
201.4876_1	725545	6175851	-15.12	-0.22	14-12-2007	10
201.4877_1	725637	6175746	-29.86	0	15-12-2007	10
201.4877_2	725637	6175746	-14.36	0	16-12-2007	10
201.4878_1	725700	6175618	-27.28	-0.3	18-12-2007	10
201.4878_2	725700	6175618	-15.03	-0.28	19-12-2007	10
201.4879_1	725900	6175353	-19.25	-0.49	20-12-2007	10
201.4881_1	725960	6175154	-22.35	-0.65	22-12-2007	10
201.4884_1	724578	6176616	-19.4	2.15	23-12-2007	10
201.4885_1	724633	6176592	-19.95	1.99	25-12-2007	10
201.4905_1	724030	6176782	-24.39	2.19	27-12-2007	10
201.4906_1	723952	6176624	-24.25	2.16	29-12-2007	10
201.4907_1	723891	6176487	-32.57	2.04	31-12-2007	10
201.4907_2	723891	6176487	-11.37	2.17	1-01-2008	10
201.4908_1	723696	6176454	-25.04	2.27	2-01-2008	10
201.4909_1	723718	6176594	-33.13	3.6	3-01-2008	10
201.4909_2	723718	6176594	-16.73	2.56	4-01-2008	10
201.4910_1	723762	6176682	-37.91	1.6	6-01-2008	10
201.4910_2	723762	6176682	-21.31	2.05	7-01-2008	10
201.4911_1	723820	6176797	-27.24	2.21	9-01-2008	10
201.4912_1	723557	6176379	-23.44	1.75	11-01-2008	10
201.4913_1	723387	6176361	-19.91	1.8	13-01-2008	10
201.4914_1	723317	6176381	-19.27	1.88	15-01-2008	10
201.4915_1	723127	6176393	-19.5	1.92	17-01-2008	10
201.4916_1	723074	6176429	-19.89	2.03	18-01-2008	10
201.4917_1	722880	6176468	-20.06	2.1	19-01-2008	10
201.4918_1	722740	6176467	-13.73	2.14	20-01-2008	10
201.4919_1	722629	6176432	-15.28	2.07	22-01-2008	10
201.4920_1	722561	6176340	-13.4	1.71	24-01-2008	10
201.4923_1	722190	6176266	-31.3867	0.04	29-01-2008	10
201.4924_1	723200	6176363	-10	2	30-01-2008	10
201.5065_1	725378	6175468	-13.14	-1.31	7-02-2008	10
201.5068_1	725529	6175603	-12.07	-0.7	8-02-2008	10
201.5073_1	721235	6176237	-2.5	-1.1	9-02-2008	10
201.5103_1	723219.22	6174541.64	-30.4767	-1.74	10-02-2008	10
201.5104_1	723244.21	6174542.13	-5.5	-2.3	11-02-2008	10
201.5105_1	723268.71	6174567.62	-5.9	-2.15	12-02-2008	10
201.5106_1	723318.7	6174568.6	-31.0317	-2.22	13-02-2008	10
201.5107_1	723343.2	6174594.09	-31.0317	-2.9	14-02-2008	10
201.5108_1	723367.71	6174619.58	-30.7301	-2.92	15-02-2008	10
201.5109_1	723392.21	6174645.06	-30.7301	-2.4	16-02-2008	10
201.5115_1	723220.2	6174491.65	-30.8438	-0.92	17-02-2008	10
201.5225_1	724090	6176847	-22.85	1.8	20-02-2008	10
201.5_1	721728.34	6184318	-14.3	11.2771	22-02-2008	10
201.6519_1	725562	6175880	-10.4	0	23-02-2008	10
205.109_1	667133	6159443	-77.705	26.38	7-03-2008	10
205.290_1	673151	6164329	-41.4	37.5296	13-03-2008	10
205.3B_1	671005	6158658	-92	26.155	16-03-2008	10
206.1057_2	698562	6166697	29.84	32.69	22-03-2008	10
206.1057_3	698562	6166697	33.24	34.374	23-03-2008	10
206.1109_1	698407	6166323	25.45	30.626	24-03-2008	10
206.1109_2	698407	6166323	30.7	32.7517	25-03-2008	10
206.1328_1	698449	6166323	29.86	31.14	30-03-2008	10
206.1329_1	698512	6166305	30.5	33.26	31-03-2008	10
206.1330_1	698546	6166273	31	35.57	1-04-2008	10
206.1331_1	698761	6166586	30.15	33.45	2-04-2008	10
206.1364_1	699332	6166047	24.85	27.08	3-04-2008	10
206.1365_1	699181	6165884	25.4	27	4-04-2008	10
206.1375_1	698138.1	6166406.3	24.56	33	5-04-2008	10
206.1378_1	698628	6166254	33.2	34.3	6-04-2008	10
206.1425_1	698677	6166726	33	33.1	7-04-2008	10
206.147_1	696923	6172955	0	16.53	8-04-2008	10
206.437_1	683180	6170613	-18.75	22.1257	11-04-2008	10
206.67E_1	693277	6170272	-61.9	27.3394	12-04-2008	10
206.759_1	681304	6166351	25.95	42.6	13-04-2008	10
206.803_1	693320	6170305	-58	17.8788	14-04-2008	10
207.112_1	700013	6171522	15.55	16.9649	17-04-2008	10
207.1146_1	700011	6170818	11.79	16.71	18-04-2008	10
207.226A_1	715961	6169009	-39.02	-1.985	19-04-2008	10
207.2652_1	700272	6162204	18	18.4427	20-04-2008	10
207.26_1	717538	6169090	-13.3	7.1068	21-04-2008	10
207.272_1	705682	6164484	-18.6	2.375	22-04-2008	10
207.2834_1	710914	6169156	-12.65	-3.58	23-04-2008	10
207.2910_1	701925	6162624	-5.8	18.025	24-04-2008	10
207.2924_2	712553	6172957	-5.45	1.03	25-04-2008	10
207.2925_2	712947	6172547	-6	3.3	26-04-2008	10
207.2928_2	713558	6171946	-2.49	4.535	27-04-2008	10
207.2951_1	715242.01	6173309.4	4.5	8.57	28-04-2008	10
207.2952_1	715169	6173309	-20.1235	9.08	29-04-2008	10
207.2954_1	713107	6171701	-3.9	4.46	30-04-2008	10
207.2957_1	715241.65	6173327.84	-19.8106	8.85	3-05-2008	10
207.2969_1	713531	6173364	0	1.4067	5-05-2008	10
207.2979_1	715196	6173108.5	-19.4412	8.82	6-05-2008	10
207.2982_1	703488	6161402	-8.55	-0.53	7-05-2008	10
207.2983_1	703515	6161515	-6.1	0.55	8-05-2008	10
207.2984_1	703522	6161551	-5.1	1.45	9-05-2008	10
207.2986_1	712622	6169304	-20.95	-1.79	10-05-2008	10
207.3015_1	716642	6169204	-5.1	-3.3033	11-05-2008	10
207.3016_1	716643	6169182	-29.1994	-2.04	12-05-2008	10
207.3017_1	716643	6169182	-29.1994	-2.03	13-05-2008	10
207.306_1	711171	6172461	-3.13	3.5404	14-05-2008	10
207.3149_1	705635	6172269	14.7	15.18	15-05-2008	10
207.3230_1	711268	6172904	0.1	3.3	16-05-2008	10
207.3459_1	700249.8	6166605.7	5.26	21.1	17-05-2008	10
207.3470_1	703757	6159706	-16.9	-1.85	18-05-2008	10
207.3471_1	703785	6159788	-17.2	-1.75	19-05-2008	10
207.3472_1	703839	6159729	-18.9	-1.89	20-05-2008	10
207.3477_1	713364.83	6172147.21	-3.01	4.4	21-05-2008	10
207.3492_1	707570	6171807.83	-0.45	8.4	24-05-2008	10
207.3537_1	707416.33	6173279.91	6.95	8.2	25-05-2008	10
207.3764_1	707468	6165194	-24.7	-5.5	26-05-2008	10
207.3764_2	707468	6165194	-15.4	-4.9	27-05-2008	10
207.3953_1	707518	6165445	-24.65	-5.4	30-05-2008	10
207.3953_2	707518	6165445	-15.45	-4.8	31-05-2008	10
207.63_1	704057	6169160	-14.5	11.9077	1-06-2008	10
207.66_1	702235	6165883	13.7	17.01	2-06-2008	10
207.94_1	704468	6169738	9.3	13.5975	3-06-2008	10
208.106B_1	727498	6169373	-9	-5.865	4-06-2008	10
208.132_1	726776	6170488	-22.62	-1.09	5-06-2008	10
208.1393_1	727558	6168678	-16.35	0.105	6-06-2008	10
208.1394_1	728071	6168997	-12.77	0.19	7-06-2008	10
208.140_1	728649	6169921	-20.43	-1.905	8-06-2008	10
208.147_1	727954	6168953	-18.49	0.31	9-06-2008	10
208.148_1	727561	6168865	-37.5	-0.7	10-06-2008	10
208.149_1	727593	6169114	-24.12	-1.06	11-06-2008	10
208.150_1	728030	6168918	-19.02	0.56	12-06-2008	10
208.151_1	728531	6169034	-21.67	-0.015	13-06-2008	10
208.1566_1	725424	6170230	-9.7	-0.175	14-06-2008	10
208.1567_1	726151	6170803	-8.2	-0.8	15-06-2008	10
208.1568_1	726686	6170654	-19	-1.865	16-06-2008	10
208.1569_1	726771	6170784	-7.75	-1.5	17-06-2008	10
208.1573_1	727711	6168721	-12.65	-0.66	18-06-2008	10
208.1579_1	728933	6171843	-36.0028	-0.1	19-06-2008	10
208.1597_1	728106	6170892	-9.06	-2.48	21-06-2008	10
208.1598_1	728060	6170915	-11.71	-2.49	22-06-2008	10
208.1599_1	728038	6171216	-12.18	-0.76	23-06-2008	10
208.1600_1	727927	6171175	-32.8617	-0.8	24-06-2008	10
208.1603_1	727967	6171105	-16.51	-1	27-06-2008	10
208.1606_1	728025	6170949	-8.97	-2.31	30-06-2008	10
208.1656_1	719282	6172838	-10.5	-0.51	1-07-2008	10
208.1659_1	718991	6173177	-10.43	-0.51	2-07-2008	10
208.166_1	726606	6170381	-26.64	-1.215	3-07-2008	10
208.168_1	727661	6168911	-16.9	-1	4-07-2008	10
208.1703_1	728555	6169698	-8.38	-1.66	5-07-2008	10
208.1704_1	728390	6169791	-8.28	-2.2667	6-07-2008	10
208.1705_1	728680	6169653	-6.83	-1.0733	7-07-2008	10
208.1706_1	728488	6169503	-7.48	-1.1067	8-07-2008	10
208.1707_1	728147	6169583	-9.99	-2.29	9-07-2008	10
208.1710_1	727057	6171659	-20.65	0.8	10-07-2008	10
208.1714_1	728204	6170908	-20.34	-2.5	11-07-2008	10
208.1716_1	727754	6170343	-21.61	-7	12-07-2008	10
208.1717_1	727760	6170279	-30.43	-5.49	13-07-2008	10
208.1717_2	727760	6170279	-11.43	-5.83	14-07-2008	10
208.1720_1	727921	6170816	-9.68	-3.31	16-07-2008	10
208.172_1	727889	6168681	-20.83	0.59	19-07-2008	10
208.176_1	727890	6168819	-17.5	-0.07	20-07-2008	10
208.190_1	727013	6164873	-26.75	0.115	21-07-2008	10
208.192_1	726624	6165668	-14.4	0.115	22-07-2008	10
208.1972_1	721615	6171484	-8.5	-2.2	23-07-2008	10
208.1973_1	719987	6171466	-32.6922	0.19	24-07-2008	10
208.1974_1	720279.1	6171222.3	-11.8	-1.075	25-07-2008	10
208.1975_1	719227	6170949	-7	-2.79	26-07-2008	10
208.1976_1	722572	6173475	-17.96	-0.6	27-07-2008	10
208.1976_2	722572	6173475	-6.46	-0.6	28-07-2008	10
208.198_1	727704	6168582	-17.39	0.8	29-07-2008	10
208.1992_1	726447	6170660	-15.78	-1	30-07-2008	10
208.1992_2	726447	6170660	-5.08	-1	31-07-2008	10
208.1994_1	726959	6170653	-7.01	-0.77	1-08-2008	10
208.1996_1	727074	6170687	-13.33	-0.85	2-08-2008	10
208.1996_2	727074	6170687	-4.43	-0.81	3-08-2008	10
208.199_1	727550	6168543	-20.06	0.7	4-08-2008	10
208.2001_1	725727	6170540	-32.4944	-1	5-08-2008	10
208.2005_1	726206	6170672	-9.96	-1.46	6-08-2008	10
208.2007_1	726390	6170657	-6.9	-1.5	7-08-2008	10
208.2009_1	726608	6170698	-5.98	-0.78	8-08-2008	10
208.2013_1	726840	6170730	-8.6	-1.3	9-08-2008	10
208.2014_1	726890	6170778	-5.9	-1.5	10-08-2008	10
208.2031_1	727979	6170885	-11.77	-2.88	12-08-2008	10
208.2049_1	725687	6170491	-32.4105	-1	14-08-2008	10
208.204_1	730606	6167121	-21.4	-0.4	15-08-2008	10
208.2090_1	723370	6170577	-8.8	-1.1	20-08-2008	10
208.2091_1	723412	6170538	-8.2	-0.71	21-08-2008	10
208.2092_1	723470	6170577	-7.8	-0.55	22-08-2008	10
208.2093_1	723511	6170536	-7.65	-0.71	23-08-2008	10
208.2094_1	723572	6170574	-8	-0.64	24-08-2008	10
208.2100_1	723863	6170563	-10.3	-0.4	25-08-2008	10
208.216_1	726967	6169283	-22.08	-5.515	28-08-2008	10
208.217_1	727437	6169048	-26.24	-1.79	29-08-2008	10
208.2267_1	731358	6170539	-72.4579	-0.5	30-08-2008	10
208.2268_1	726673	6171175	-4.67	0	31-08-2008	10
208.227_1	727003	6165577	-20.1	-1.29	2-09-2008	10
208.228_1	726910	6165382	-23.7	0.095	6-09-2008	10
208.2293_1	721632	6172390	-2.8	-1.1	8-09-2008	10
208.2298_1	726867	6170788	-7.7	-1.1	9-09-2008	10
208.237_1	725508	6170791	-10.83	-0.285	10-09-2008	10
208.238_1	726132	6169935	-6.63	-1.28	11-09-2008	10
208.244_1	730609	6166680	-20.5	0.595	12-09-2008	10
208.2505_1	719183	6172726	-3.4	1.49	13-09-2008	10
208.252_1	726577	6170610	-10.88	-1.19	14-09-2008	10
208.253_1	726840	6170332	-32.2	-1.58	15-09-2008	10
208.254_1	727209	6168810	-29.67	-1.1	16-09-2008	10
208.2613_1	719484	6172727	-6.88	0.3	21-09-2008	10
208.2614_1	720531.9	6171319.2	-9	-1.405	22-09-2008	10
208.261_1	726618	6165635	-13.35	0.07	23-09-2008	10
208.280_1	727779	6173719	-32.75	-1.6	24-09-2008	10
208.281_1	727005	6173521	-33.59	0.01	25-09-2008	10
208.287_1	728552	6167043	-22.85	0.04	26-09-2008	10
208.28F_1	729303	6172432	-48.25	-1.395	27-09-2008	10
208.290_1	726884	6167307	-50.6	0.825	28-09-2008	10
208.3524_1	722046	6172035	-8.23	-0.5	30-09-2008	10
208.3530_1	721511	6172701	-9.3	-1.12	1-10-2008	10
208.3679_1	722760	6170691	-9.4	1.01	2-10-2008	10
208.3744_1	728206	6166678	-13	0.7	3-10-2008	10
208.3747_1	724844	6170462	-13.7	-3	4-10-2008	10
208.3748_1	725743.7	6171072	-36.87	-3.0117	5-10-2008	10
208.3749_1	725800.8	6170336.2	-31.44	-3.5033	6-10-2008	10
208.3750_1	726198	6169026.6	-37.89	-1.6767	7-10-2008	10
208.3751_1	724671	6170512	-7.65	-2.8	8-10-2008	10
208.3752_1	724876	6170501	-8.05	-3	9-10-2008	10
208.3753_1	725091	6170491	-8.3	-3.5	10-10-2008	10
208.3755_1	721558	6172402	-7.4	-3.2	11-10-2008	10
208.3756_1	721763	6172137	-7.5	-3.05	12-10-2008	10
208.3793_1	726506	6172014	-5.95	-1.09	13-10-2008	10
208.3794_1	719243	6173012	-1.65	0.1	15-10-2008	10
208.3820_1	728018	6170761	-13.87	-5.1	18-10-2008	10
208.3821_1	727942	6170959	-13.25	-2.5	19-10-2008	10
208.3851_1	726515.61	6170955.85	-7	-2.7	20-10-2008	10
208.3852_1	726521	6171159	-3.55	-2.42	21-10-2008	10
208.3854_1	726570	6171199	-2.4	-2.32	23-10-2008	10
208.3855_1	726544	6171250	-2.6	-2.22	24-10-2008	10
208.3856_1	726565	6171265	-2.45	-2.2	25-10-2008	10
208.3858_1	723765.82	6173452.2	-14.9	-6.82	27-10-2008	10
208.3860_1	723766.32	6173427.2	-14	-4.9	28-10-2008	10
208.3861_1	723716.32	6173426.22	-13.85	-4.54	29-10-2008	10
208.3862_1	723666.33	6173425.23	-13.8	-0.52	30-10-2008	10
208.3863_1	723703.33	6173450.97	-13.2	-1.3	31-10-2008	10
208.3864_1	723740.83	6173451.7	-16.2	-1.98	1-11-2008	10
208.3865_1	723665.8	6173450.23	-13.7	-0.34	2-11-2008	10
208.3869_1	723487.42	6173621.75	-11.2	-6.8	3-11-2008	10
208.3870_1	723640.85	6173449.74	-12.95	-10.2	4-11-2008	10
208.3875_1	726507.13	6172018.38	-29.5271	-0.6	7-11-2008	10
208.3876_1	726532.87	6171981.38	-4.85	-0.5	9-11-2008	10
208.3877_1	726495	6171980	-5.3	-0.6	11-11-2008	10
208.3878_1	726482.88	6171980.4	-4.7	-0.5	13-11-2008	10
208.4101_1	725803.1	6170336	-10.79	-3.1533	15-11-2008	10
208.4102_1	726200.4	6169027.5	-18.09	-1.425	16-11-2008	10
208.4103_1	725743.6	6171070.2	-25.38	-2.3425	17-11-2008	10
208.4104_1	725743.5	6171068.6	-14.05	-2.7325	18-11-2008	10
208.4168_1	719128	6167414	-12.95	-0.5	19-11-2008	10
208.42A_1	727090	6167738	-39	0.44	21-11-2008	10
208.42B_1	727259	6167727	-38.6	0.93	22-11-2008	10
208.433_1	727788	6168690	-11.55	0.3	23-11-2008	10
208.434_1	727743	6168619	-9.15	0.73	24-11-2008	10
208.45_1	727676	6170907	-56.8	-2.9	25-11-2008	10
208.48B_1	724903	6163156	-15.05	0.77	26-11-2008	10
208.48C_1	725101	6163229	-16.35	0	27-11-2008	10
208.52_1	727725	6168527	-26.89	0.94	28-11-2008	10
208.565_1	727837	6168760	-8.3	0.4	29-11-2008	10
208.59A_1	727558	6169230	-40.78	-2.595	30-11-2008	10
208.59B_1	727487	6169226	-25.19	-3.52	1-12-2008	10
208.61B_1	727100	6168108	-28.85	0.635	2-12-2008	10
208.689_1	727503	6172769	-25.45	0.045	3-12-2008	10
211.102_1	676951	6156935	-67.15	44.8793	20-12-2008	10
211.127_1	677781	6151100	-44.05	22.2986	21-12-2008	10
211.130_1	678936	6150384	-45.35	22.5368	22-12-2008	10
211.143_1	678191	6153148	-51.7023	21.9414	23-12-2008	10
211.146_1	678490	6150579	-48.8011	22.5011	24-12-2008	10
211.153_1	678942	6142745	-31.9	24.5756	25-12-2008	10
211.18_1	680942	6151534	-26	23.1682	26-12-2008	10
211.19_1	680423	6155396	-44.35	32.9478	27-12-2008	10
211.34_1	672743	6151478	-88.5	31.4933	28-12-2008	10
211.35_1	678706	6145369	-33.9	22.5393	29-12-2008	10
211.36_1	671317	6144104	-161	21.1833	30-12-2008	10
211.40_1	666846	6145284	-122.5	24.118	31-12-2008	10
211.42_1	668214	6148926	-136.57	24.1579	2-01-2009	10
211.436_1	677558	6143583	-63.3133	23.3227	3-01-2009	10
211.437_1	673432	6143671	-35.35	21.95	4-01-2009	10
211.43_1	673100	6157279	-68.92	35.3811	5-01-2009	10
211.568_1	675629	6146544	-87.238	19	7-01-2009	10
211.60_1	678919	6149101	-49.1672	23.3742	9-01-2009	10
211.61_1	664110	6153385	-115.2859	32.2244	10-01-2009	10
211.62_1	669154	6153544	-106.4682	26.3537	11-01-2009	10
211.63_1	675309	6151117	-67.5947	22.0632	12-01-2009	10
211.79_1	679197	6151697	-40.35	22.2465	13-01-2009	10
211.80_1	674568	6152627	-88.6	26.0329	14-01-2009	10
211.81_1	677627	6152213	-57.0373	22.2161	15-01-2009	10
211.85_1	674454	6153833	-84	28.052	16-01-2009	10
211.87_1	677251	6152027	-45.6	22.0981	17-01-2009	10
211.88_1	676806	6152909	-59.6609	22.1109	18-01-2009	10
211.89_1	679850	6151412	-24.35	22.2821	19-01-2009	10
211.90_1	679091	6153552	-52.8516	21.9429	20-01-2009	10
211.94_1	678411	6154390	-51.05	43.3961	21-01-2009	10
211.95_1	677187	6150449	-61.4366	22.2155	22-01-2009	10
211.98_1	680296	6150220	-4.5	23.0943	23-01-2009	10
212.1058_1	696227	6154486	-24.4	19.3529	24-01-2009	10
212.1122_1	698490.45	6156336.88	7.5	10.85	25-01-2009	10
212.1123_1	698366	6156358	6.6	11.17	26-01-2009	10
212.1149_1	689926	6150691	0.9	18	29-01-2009	10
212.1150_1	689771	6150697	-1.4	18	31-01-2009	10
212.263_1	682074	6151137	-23.6	23.2618	2-02-2009	10
212.268_1	681729	6152752	-27.15	23.6489	3-02-2009	10
212.283_1	683221	6151208	-20.5	23.0279	4-02-2009	10
212.328_1	681884	6152030	-16.3	22.5668	5-02-2009	10
212.332_1	682426	6151833	-22.1	22.5839	6-02-2009	10
212.348_1	682883	6150251	-17.85	23.243	7-02-2009	10
212.398_1	681640	6148370	-16.35	23.8268	8-02-2009	10
212.527_1	681499	6143769	-34.55	25.5086	9-02-2009	10
212.720_1	684711	6149865	4.2	23.2068	10-02-2009	10
212.724_1	699077	6143513	0.2	14.0937	11-02-2009	10
212.837_1	699322	6156093	-16.25	7.0791	12-02-2009	10
212.98_1	682575	6146214	-5.3	25.935	14-02-2009	10
213.492_1	700628	6148844	-16.75	3.4	15-02-2009	10
213.505_1	706517	6144419	-29.5	1.89	16-02-2009	10
213.521_1	703251	6143216	-20	11.29	21-02-2009	10
213.599_1	702532.37	6147054.66	-5.3	1.2	22-02-2009	10
214.158_1	638575	6132942	-73.8917	0.846	24-02-2009	10
215.788_1	648232	6128853	-64.6	5.4	12-03-2009	10
216.249_1	674224	6141901	-65.0314	19.8462	25-03-2009	10
216.272_1	677339	6134517	-23.25	24.5379	26-03-2009	10
216.273_1	679487	6134707	-4.3	25.1833	27-03-2009	10
216.277_1	680694	6133231	0.3	27.2014	28-03-2009	10
216.308_1	678162	6132189	5.55	27.4	29-03-2009	10
216.339_1	680727	6131669	-7	28.3484	30-03-2009	10
216.351_1	678978	6138281	8.435	23.85	31-03-2009	10
216.390_1	679289	6136480	-19.5	24.9693	1-04-2009	10
216.428_1	675611	6142558	-63.2212	22.9193	2-04-2009	10
216.453_1	672219	6139049	-55.4935	20.7	3-04-2009	10
216.521_1	673925	6129889	-34.8	7.1873	4-04-2009	10
216.522_1	673841	6132209	-24	14.2098	5-04-2009	10
216.523_1	668944	6135999	-46.9	12.0258	6-04-2009	10
216.524_1	671713	6135320	-27.05	14.7028	7-04-2009	10
216.525_1	675867	6128920	-7.1	21.2929	8-04-2009	10
216.527_1	671511	6133455	-24.6	12.8543	9-04-2009	10
216.528_1	676814	6132699	-1.3	25.9364	10-04-2009	10
216.529_1	670657	6140582	-40.22	18.8265	11-04-2009	10
216.680_1	669612	6134634	-12.84	12.59	12-04-2009	10
216.682_1	680336	6129135	-20.5	29.7	13-04-2009	10
216.687_1	673052	6128980	-3.15	15.03	14-04-2009	10
217.159_1	687017	6138339	0.29	29.3297	17-04-2009	10
217.163_1	695746	6138744	-12.26	16.0206	18-04-2009	10
217.165_1	683446	6140484	6.25	24.76	19-04-2009	10
217.205_1	698983	6137348	-18.13	14.954	20-04-2009	10
217.206_1	693820	6130697	-15.97	35.8023	21-04-2009	10
217.242_1	684536	6141324	-10.0379	25.244	22-04-2009	10
217.257_1	681483	6135631	18	25.4237	23-04-2009	10
217.276_1	682934	6138336	-18.51	24.9407	24-04-2009	10
217.324_1	690270	6137866	15.175	32.1139	25-04-2009	10
217.336_1	683959	6136374	-3.85	25.1427	26-04-2009	10
217.380_1	695950	6136664	-16.66	17.347	27-04-2009	10
217.453_1	687833	6132616	12.19	31.0839	28-04-2009	10
217.454_1	692545	6139258	11.525	27.5375	29-04-2009	10
217.455_1	688667	6139509	15.21	32.95	30-04-2009	10
217.462_1	686398	6137067	-0.11	28.9789	1-05-2009	10
217.510_1	690303	6134156	8.585	32.1175	2-05-2009	10
217.511_1	690696	6132325	2.73	37.0386	3-05-2009	10
217.613_1	681909	6128896	-0.85	30.9271	4-05-2009	10
217.895_1	687965	6135535	15.8	30	5-05-2009	10
218.1038_1	708937	6137828	-11.7	14.7	6-05-2009	10
218.1041_1	709213	6137364	2.55	15.24	7-05-2009	10
218.1044_1	708783	6140524	-12.55	8.4	8-05-2009	10
218.1047_1	717900	6138318	11.02	13.8	9-05-2009	10
218.1048_1	712591	6131807	3.565	22	10-05-2009	10
218.1049_1	711099	6134014	0.6	21.58	11-05-2009	10
218.1050_1	712343	6132913	3.55	19.7	12-05-2009	10
218.1074_1	706900	6136083	-3.8	12.46	13-05-2009	10
218.1077_1	714951	6134805	22.5	25.1	14-05-2009	10
218.1084_1	706625	6141215	-2	7	15-05-2009	10
218.1101_1	715115	6134703	23.9	26.16	16-05-2009	10
218.1102_1	715113	6134651	24	26.1	17-05-2009	10
218.1181_1	712493	6139524	6.4	18.56	18-05-2009	10
218.339_1	705104	6135733	-15.16	1.2566	19-05-2009	10
218.340_1	714045	6141889	-19.005	8.7589	20-05-2009	10
218.342_1	712598	6136726	7.94	20.6424	21-05-2009	10
218.343_1	715326	6131020	7.185	22.7754	22-05-2009	10
218.345_1	709694	6128341	-6.16	8.9633	23-05-2009	10
218.352_1	700516	6130572	4.02	20.9508	24-05-2009	10
218.354_1	703949	6133147	-11.765	3.5531	25-05-2009	10
218.356_1	712042	6132672	-1.55	21.0372	26-05-2009	10
